Solar Irradiance (kWh/m²),Average Temperature (°C),Wind Speed (m/s),Humidity (%),Cloud Cover (%),Atmospheric Pressure (hPa),Daily Sunshine Duration (hours),Panel Orientation (degrees),System Efficiency (%),Type of Renewable System,Energy Consumption Category
3.886772897,33.68385571,0.934096588,36.75617113,29.40674622,1043.286769,4.842239909,339.5916403,66.85973593,Wind,2
2.713490318,39.20417346,7.687539732,18.28602875,21.03185563,1042.264514,3.999598318,187.2829761,33.14066536,Wind,0
8.287375092,28.41367069,12.09605426,63.91401284,76.53633639,1000.237182,5.903136288,243.7537625,95.37886728,Wind,2
3.567533267,10.88833911,6.888598164,66.12839005,25.30263409,982.7883994,6.873270117,280.2657168,25.27826484,Wind,1
2.809345097,11.06785011,0.779348663,68.36543381,86.55623832,1023.713241,2.860046528,47.16526271,96.90878573,Wind,1
5.426960832,26.87911508,11.79417299,34.06618251,10.28425922,953.6712943,9.527461017,216.3445902,11.33705103,Solar,1
1.40924225,1.938857288,3.020456732,11.35996158,12.59551964,997.4769006,5.837793189,12.34724447,53.30131226,Solar,2
8.021969808,-4.476294343,3.879312523,96.85138325,97.91515551,983.6323394,4.008546581,179.12379,40.00310543,Solar,2
0.745506437,7.731107882,2.470595301,32.58037411,67.38388983,1042.053589,1.281851916,55.74336538,50.42110725,Wind,1
9.868869366,4.361949583,4.953225973,70.84236592,84.68872244,951.2003027,2.866141925,65.85225335,61.35981211,Wind,2
7.722447693,4.815406023,11.35127259,73.59668829,32.43293774,1005.281488,11.39137406,131.417124,49.20302422,Solar,1
1.987156815,1.680387552,7.790787893,64.90066754,67.64837495,1024.066358,3.661196242,155.67738,47.33621653,Wind,0
0.055221171,-7.895340518,3.073219112,38.16166548,59.42418273,998.5017988,2.026311472,224.3420728,75.94510739,Wind,0
8.154614285,-9.106303263,13.16745117,34.39866284,60.31501201,958.540303,5.5280735,26.79423064,71.72886476,Wind,0
7.068573438,39.38611949,13.19372782,63.79014544,68.25324595,1047.246139,3.68505292,181.329034,84.99441538,Solar,1
7.29007168,11.38865669,13.05867638,87.94860703,57.53591731,1001.801043,0.421911003,65.74504689,32.49630831,Wind,1
7.712703467,9.216332358,3.581943171,95.2060356,42.90623693,1011.418624,3.877742607,206.631063,64.85756588,Solar,2
0.740446517,23.98236413,6.768590163,19.5315224,27.59226944,973.6609783,6.529303487,229.4656604,62.66753069,Wind,2
3.584657285,0.912694393,14.77484484,23.93457513,76.85813309,998.3498085,6.620548464,200.4153324,43.27640298,Wind,0
1.158690595,37.4980592,11.58018714,95.02626329,22.627243,992.9149492,4.278707054,265.7863838,53.74517877,Solar,0
8.631034259,29.31725072,0.407511318,76.28817055,69.23543062,957.4895842,5.367633075,120.8193279,38.2403929,Wind,0
6.232981268,-5.529449884,0.978068869,89.46944423,23.33328226,960.6160354,11.58621502,275.438373,22.76599579,Wind,1
3.308980249,10.87903879,6.958970652,28.23693707,62.533017,1033.747252,4.528181727,155.7961494,29.24210896,Wind,0
0.635583503,33.95591538,13.63830309,62.8827284,74.70782671,973.9819952,3.098721759,174.3064194,19.49622818,Solar,0
3.109823217,37.23660111,8.080526969,73.1025635,21.87138889,969.4958271,2.921604529,233.3167658,71.47626177,Wind,2
3.25183322,13.37007556,7.467187621,71.21006969,5.994330086,1000.491145,5.493175352,6.60901824,69.46546538,Wind,2
7.296061783,20.67056946,1.582105499,46.73365218,13.0973743,1026.874713,9.114241785,235.4379197,95.55457344,Wind,0
6.375574714,-1.648302695,9.851701571,11.38554025,60.59969673,956.1946519,2.47185821,222.6906537,75.67105723,Wind,1
8.872127426,39.55843131,12.33154741,62.46334511,84.94464062,1007.680792,8.511553526,111.544962,14.68412549,Wind,1
4.722149252,1.583585069,5.706300113,32.77913853,4.499682124,961.9210443,0.25379788,30.88594256,89.58206565,Solar,2
1.195942459,37.13658871,11.63417776,50.52288215,73.4151259,953.6461051,5.027195736,32.73676197,87.64076467,Solar,1
7.132447872,22.48233245,14.46714981,96.18229136,34.1318646,955.2743952,9.310380782,332.3605489,49.89882887,Wind,0
7.607850486,20.38683974,3.056496887,45.91317859,47.85283699,1033.416411,4.064795469,248.1405556,62.72767455,Wind,2
5.612771976,15.63442555,7.849944468,85.5821446,92.88595498,961.7972484,6.764845217,45.75694096,97.84704992,Solar,1
7.7096718,1.533490586,4.307069371,26.96865452,33.19715047,954.5151364,2.459750794,128.420341,57.90739275,Wind,0
4.937955964,-1.1735984,11.89281629,70.52144482,46.53369339,993.7899887,8.903944694,213.2938778,91.47896455,Wind,1
5.227328294,1.024310454,8.663900488,97.9306259,1.368241476,1034.399347,0.627349239,300.8058138,17.4734882,Wind,1
4.275410184,-0.678086893,9.518736263,19.17037908,8.159872,976.2408376,10.23051174,15.71793434,27.19466818,Wind,1
0.254191267,28.97922368,11.96871239,10.7487948,25.85915911,992.1712618,2.378356637,85.18792733,49.66794491,Wind,0
1.07891427,7.506262958,5.93955709,49.02245134,2.785224082,953.9922533,10.49277638,320.3096365,62.62811275,Wind,1
0.314291857,-7.107866172,13.72635103,18.33629347,63.1375326,994.9078514,4.230350896,3.299598066,83.46050667,Wind,0
6.364104113,38.45513151,7.995433009,77.35459147,42.63983568,1007.761308,8.672202894,72.50367701,98.94359036,Wind,2
3.143559811,34.18929425,2.369322343,92.30937975,54.81452027,1007.090705,3.830703573,345.2487034,44.99663468,Solar,0
5.085706912,36.38761416,10.43848677,49.06188754,17.46471859,983.2426692,10.87094005,220.8246647,14.26740725,Solar,0
9.075664739,39.74539113,11.89892026,33.28404779,29.59320294,981.5533181,1.519645506,94.20169199,82.1054353,Wind,2
2.492922291,-1.305237539,4.751425156,49.09629871,66.38244749,960.6623619,2.142237471,24.11679398,64.39426472,Wind,2
4.10382923,9.812100945,12.85768885,75.11030361,96.53027236,986.6798321,5.916361502,10.14888256,27.8688573,Wind,2
7.555511385,27.91192379,13.59214882,10.81487454,5.04167736,959.9494669,0.983261268,88.10822867,54.5345611,Wind,1
2.287981655,24.8010309,4.153567311,63.05085905,89.03843209,1026.659594,2.351762216,317.3348951,76.8079221,Solar,0
0.769799098,-2.305204683,14.75282209,65.19625164,57.68812013,1046.62743,11.32519659,149.7289155,79.33706084,Solar,2
2.897514529,30.79165625,2.110672921,67.39194222,56.39195668,1047.007446,11.71787593,259.3200129,54.96565708,Solar,2
1.612212873,1.222028592,3.030235026,31.7819872,50.02785352,1036.50711,4.515111952,330.5826127,37.46930771,Solar,0
9.296976523,1.190880741,2.763372589,74.2647451,6.93940859,1010.079215,11.07943225,146.8945662,97.63683238,Wind,2
8.081203796,16.84872114,13.40984565,18.22523377,8.987685174,1020.08657,6.537896108,68.85985357,69.70263499,Wind,0
6.334037565,19.64699674,9.814388285,27.93433028,60.09120057,978.5205803,3.23690959,186.1624551,46.74137674,Wind,2
8.714605902,19.00431039,2.281564248,88.9723042,34.09585714,1013.077042,8.428784653,326.9101273,35.24169018,Solar,2
8.036720769,-5.42565813,6.604851276,76.48508357,91.72680666,995.5649549,7.906821679,289.5747891,75.79926847,Wind,2
1.865700589,33.87304313,9.229470376,11.23709986,40.65905374,998.201734,11.86950383,23.69874361,31.7965101,Wind,2
8.925589985,3.280002129,1.251961275,32.35386343,14.32814587,1025.777656,3.180567449,249.326208,25.45389901,Solar,2
5.393422419,-3.524253936,13.23624553,29.29658347,71.47188335,978.1918356,8.064714032,205.8831081,57.68505001,Solar,0
8.074401552,34.43740399,12.05405303,34.37256952,29.33534214,981.8039612,0.62428506,326.6867435,36.09886534,Solar,1
8.960912999,37.78257491,7.578101604,32.28037933,52.54703074,1042.464179,1.363752464,44.09331007,66.60146304,Solar,0
3.18003475,33.10638086,14.50689923,15.62736662,69.78327855,955.6224295,0.047020499,192.2530008,20.61448074,Solar,1
1.100519245,30.47580374,6.266414689,51.30464649,90.02641112,998.5634298,11.99352817,316.6065697,68.94469941,Wind,2
2.279351625,22.76209903,14.76165479,75.94601273,79.21911948,1041.28008,9.627284366,147.6085632,35.49668752,Wind,1
4.271077886,17.54286853,10.01879998,64.60585522,67.63610679,1011.036301,9.440676177,173.5181704,10.0218641,Solar,1
8.180147659,-5.650662004,9.520069099,70.55845017,67.96331824,1004.640707,6.116712903,25.36584396,21.42424519,Wind,1
8.607305833,10.42266065,2.489323429,17.30342607,94.5924644,974.9744179,3.600804995,100.1317106,94.02538401,Wind,2
0.069521305,8.634425851,13.22891637,95.63416392,29.58240975,984.3275489,1.815171414,116.8223937,88.06191752,Wind,0
5.107473026,2.987689188,6.412345319,85.46426505,0.11120942,1035.204842,3.416096866,340.2440815,31.02481288,Wind,1
4.174110031,26.17100568,2.433501087,82.45812866,27.19545594,1005.921813,4.511654663,101.7602498,80.05347141,Solar,0
2.221078105,14.79378675,0.1891128,84.06854245,21.78913796,1001.474219,9.075721164,165.9127447,64.77144339,Wind,2
1.198653673,-5.947689205,8.396335255,93.94394573,66.18345851,959.9579714,6.475941467,241.6695925,97.38142403,Wind,0
3.376151714,1.009160097,7.910994332,58.98285695,63.37115998,951.6028156,0.929803519,58.38601407,43.62450936,Wind,2
9.429097039,24.16293818,10.79030434,28.02538161,59.34613827,1046.368519,0.216348108,175.1192594,71.33145513,Solar,0
3.23202932,-6.193457025,13.3538708,65.51052471,1.624344321,987.6986167,1.227986154,265.8740542,15.71821502,Wind,0
5.187906217,32.5603457,1.19109877,76.85933443,72.87780545,1010.321306,4.925984564,312.0678767,45.66226121,Solar,2
7.030189589,14.75732635,10.97244736,76.4125654,32.35304125,957.9715073,11.198315,225.4533389,96.74358951,Solar,0
3.636296024,14.02932887,2.811179161,56.93041218,66.5055989,1018.311429,7.648829775,240.8592655,58.5082787,Solar,1
9.717820827,19.62038923,12.8726558,16.16128474,55.65784285,1043.256671,9.621910799,45.46205013,35.9091553,Solar,0
9.624472949,31.2340483,12.28595271,43.40016446,34.27309254,1007.566525,5.596495134,340.479539,20.82438668,Wind,1
2.517822958,7.390460395,8.111906325,92.86899476,13.45762671,962.6115322,4.339992998,47.72666789,73.31755062,Solar,1
4.972485059,23.90080763,10.65364198,62.60040188,9.441889766,1008.172153,1.300804473,278.8822574,68.03704391,Solar,1
3.008783098,18.2865982,4.715251698,58.44987489,83.15183331,1026.634721,10.51119627,95.33387584,43.65448422,Solar,0
2.848404944,3.351413508,7.067518484,34.19681629,91.83975421,990.6416537,9.397920348,336.0935317,95.58472167,Solar,1
0.368869474,33.93149932,12.32455347,43.16040279,64.97880468,1037.983775,2.017417171,259.1854342,11.99825317,Solar,2
6.09564334,29.87130108,6.888977958,90.58114802,10.34341149,1014.868295,6.147126767,271.3729367,37.33514665,Wind,2
5.026790232,22.92259173,5.36697398,69.98167428,40.20272169,1039.924892,5.848497695,78.8613023,92.89625377,Solar,1
0.514787512,32.52908645,7.413186709,80.86483241,72.89392001,1012.350531,7.501098632,159.4943916,38.88418945,Wind,1
2.786464642,33.36471005,12.42373879,50.89108808,77.9820884,963.1287972,11.35424273,222.4127501,32.70275505,Wind,0
9.08265886,25.41814884,5.028120711,66.72224975,11.82186223,980.9691711,6.957257301,277.1905026,58.07983689,Solar,0
2.395618907,31.85066642,2.606423897,32.35452479,0.003071885,970.1794948,6.482607201,37.42537533,84.14215749,Wind,0
1.448948721,24.87357308,10.6802103,73.49147473,71.21370459,1040.88265,0.603875195,346.4515139,19.28320848,Wind,0
4.894527603,24.00703859,12.38967319,48.48412003,35.6596176,1026.040007,0.754889712,320.4794414,94.87186387,Wind,0
9.856504541,20.93056891,1.509562178,49.82909633,25.44813316,1017.639837,2.248161496,97.32549258,81.55655931,Solar,1
2.420552715,27.63583198,3.598111691,68.43900921,1.289746979,980.096632,0.38964926,296.1936875,26.312523,Solar,1
6.721355474,-2.069744735,2.129579846,94.26525593,54.02994068,968.4044772,8.920234747,186.5966123,74.08071651,Solar,2
7.616196153,34.04353796,5.219121174,15.76057119,85.11507354,1025.645109,8.679963648,166.2503334,44.64628504,Solar,0
2.37637544,33.59217639,6.755264684,84.22689136,95.76316463,997.4157946,1.632674813,113.1962781,46.20652103,Solar,2
7.282163486,-8.537635848,11.23239505,36.31447994,56.57449506,972.5789552,10.03294681,209.1486912,80.49610832,Solar,2
3.677831327,31.29083753,9.767213773,49.95275091,51.44613277,1011.662198,1.857432418,262.7600824,96.65063272,Solar,1
6.323058306,-3.556506626,9.313928512,11.97219959,8.505638549,954.0333852,3.614107044,147.9358458,21.39902856,Wind,0
6.335297108,6.755942713,5.285624199,37.09414701,54.88728015,982.6170254,2.98772279,226.5189095,47.85672132,Wind,0
5.357746841,27.17541281,12.6217133,55.23681184,37.9979079,996.8556995,4.467685183,251.7526516,53.28474473,Solar,0
0.902897701,-1.962005198,7.069307511,15.05584696,60.71352809,964.7958334,3.055965191,256.0038541,43.86806353,Wind,1
8.353024956,30.89835121,14.68657407,54.19861564,38.87263479,1048.465448,5.867411117,18.70779533,42.68702113,Solar,2
3.20780065,31.6067089,9.512132074,93.4399566,24.02991235,970.9097365,4.888894576,309.50921,14.70418008,Solar,0
1.865185104,15.37338669,1.893971123,19.48538963,9.496527523,963.035313,11.83883389,164.9711933,71.69847585,Solar,0
0.407751416,-9.680706414,10.14266343,78.79966553,31.49184446,970.3534874,0.671116202,94.46978941,49.25929754,Wind,2
5.908929432,4.351906659,4.876560231,46.8703948,9.664483429,1026.906113,1.706176517,87.03522269,27.53144224,Solar,2
6.775643618,20.84634592,10.29490795,68.96563431,17.68969508,992.5505659,0.633910727,173.8850806,83.44301521,Solar,1
0.165878289,39.0593089,1.044617222,33.42129382,98.73361586,1006.541594,7.51009434,319.2593542,82.23046733,Solar,2
5.120930583,21.59067635,2.623221558,24.35430363,44.41035569,952.1009157,0.654111329,136.2051294,53.77524653,Solar,1
2.264957752,2.990179053,12.83605888,24.44163528,53.18717665,953.4431309,10.03727685,269.9012688,36.8605595,Wind,0
6.451727904,21.70028515,3.407693355,16.34427511,87.36185287,994.582555,6.143263568,34.85474316,67.42834532,Solar,1
1.74366429,16.99926899,12.55561688,26.70820344,99.55689005,1031.665524,6.324091495,171.3804128,35.93369222,Wind,1
6.909377381,28.99226976,4.189141327,69.77974465,58.27144493,1038.523888,6.739134093,357.0070105,31.24071373,Wind,2
3.867353463,-4.650968059,9.643228651,89.35215507,81.2473821,958.6706568,2.049764476,277.357609,75.74631886,Solar,0
9.367299887,28.05139513,10.4122586,83.2713117,32.69410243,1003.83631,2.372283637,75.79025584,13.62927157,Solar,1
1.375209441,17.06332893,7.689821297,71.66208789,30.57439574,1041.322969,3.825807874,180.5189305,18.52916239,Wind,1
3.410663511,38.14960019,4.57966015,19.93886771,40.2703721,988.7972754,7.12195699,84.10491491,10.61093566,Wind,1
1.134735212,7.093608302,3.189665646,36.02687017,67.25072627,1032.956583,2.521413311,147.4419338,23.76488678,Wind,0
9.246936183,21.63109466,0.497840318,37.88261878,68.21916893,963.3695654,1.395980726,280.8302485,16.20910078,Wind,1
8.773393534,36.60140528,4.559196019,32.49612518,31.52394346,1043.539449,11.64140264,277.6409335,99.6222131,Solar,2
2.579416277,-4.8745136,9.797441858,56.35050937,13.32099241,1025.142332,0.263781778,82.11613604,35.9928973,Wind,1
6.59984046,36.86142436,14.07457228,58.19984334,63.23962565,1044.133439,9.632368864,332.0003945,23.43412114,Wind,1
8.172222002,24.39428612,13.06806723,42.11973777,12.83258622,1017.661723,9.456421795,213.3245458,31.68966322,Wind,0
5.552008116,-6.608147045,11.49097165,41.84102429,57.84925082,986.3403932,3.566569366,136.7727447,94.25130144,Wind,0
5.296505784,5.048178347,11.82671015,84.57000381,69.34221281,1043.818117,1.627519392,180.6968091,56.81442007,Solar,1
2.418522909,25.40860443,9.974773552,81.03635635,70.06114964,977.5566776,1.74754376,217.8256512,42.83362867,Solar,2
0.931027678,-6.632469927,3.904302863,37.70162485,75.34721107,983.2172522,8.369179407,201.5605915,88.60523121,Solar,2
8.97215758,19.10852301,13.60792546,92.24095995,87.28594216,1020.080842,7.713679093,175.1058128,45.54912435,Wind,1
9.004180572,7.294152848,10.06098468,95.75335153,49.9958992,1026.53163,9.392948091,181.7758095,40.1507713,Wind,1
6.331014573,21.04577589,8.406609465,39.40682878,73.02491895,1042.940348,11.24977407,63.50828775,28.65542703,Solar,2
3.39029791,-7.712898309,1.664842038,41.89824539,61.91727354,970.4802409,8.303128359,292.5838455,44.00171415,Solar,1
3.492095746,33.57684031,6.705833157,55.50707381,18.66399398,1029.799804,1.870218439,195.0337152,38.50159204,Wind,1
7.259556789,38.67444846,6.905374068,94.70087313,2.568964487,1023.854605,2.921311401,47.18875021,70.95735634,Solar,0
8.9711026,38.44389276,12.96845414,88.86874898,28.45413857,956.3794556,10.10632477,275.8165566,36.06244342,Wind,2
8.870864243,27.48259159,8.199723303,19.23111663,44.30337063,988.7223141,2.51167291,335.6798322,61.94797718,Wind,1
7.798755459,-3.495687993,5.706008235,45.34576689,61.71059444,978.2765457,0.870267803,341.0304837,15.93029485,Wind,2
6.420316462,27.9131598,14.65200493,59.80340708,84.99593305,980.4490424,8.439360649,132.8463837,27.2160241,Wind,2
0.84139965,-8.770654177,1.6608089,55.28192253,19.62457167,1048.294688,4.830316266,48.78607448,46.66647445,Wind,0
1.616287141,-8.893822424,6.338226425,27.44767611,12.55497899,1014.277741,11.04048063,186.6238656,94.32543285,Wind,2
8.985541885,6.180510957,0.630370128,87.29350941,96.34799475,1021.767616,7.803060853,40.53932257,43.95267871,Solar,2
6.064290597,14.43215952,11.09856181,70.92467047,10.80445594,1047.661764,1.085027733,336.2354707,69.76667091,Solar,1
0.091970516,28.52037089,13.77114828,85.41175374,47.84910701,987.7201782,11.37427881,66.08866585,32.95785002,Solar,0
1.014715429,24.16476883,4.200559943,87.28878514,58.55637288,1030.184017,3.102687164,90.99570958,21.43302184,Wind,0
6.635017691,12.29513532,12.87512515,77.35202683,54.13744209,993.4530963,4.046549885,146.3891497,15.26829401,Solar,1
0.050615838,3.681333314,4.383273457,49.52895411,8.603215703,1036.953367,4.827124964,137.9392087,37.48721487,Wind,1
1.608080514,39.85622501,13.66155242,64.94920795,5.7026914,968.0657541,0.614691557,286.0786413,24.18949241,Wind,1
5.487337894,11.30906511,11.30942855,24.43288655,10.54834275,1044.768618,5.958185067,164.2740554,25.66094032,Wind,0
6.918951977,12.56935122,12.07360165,70.62808757,58.55876839,971.8771708,1.479821893,61.4765736,78.46833775,Wind,2
6.519612595,-1.81880894,0.270098334,26.13279302,54.43448876,982.6220507,4.81164392,96.19556237,11.42542639,Solar,0
2.242693095,29.74047744,14.44215536,72.45546315,23.3740792,1025.619223,4.208517456,183.2808187,60.20291132,Solar,0
7.121792213,24.68411129,10.90006488,30.66383447,63.77741418,989.3755142,9.274081001,53.08341027,44.15152425,Solar,1
2.372490875,1.038480639,4.571266431,20.57961701,82.00675021,1010.821138,9.63804614,220.1960432,55.58949999,Wind,1
3.253996982,-5.880947719,12.44091997,24.87560411,4.157895985,994.4573501,1.840954589,203.6690304,60.65472135,Solar,0
7.464914051,24.0249651,4.222817976,10.17929217,49.81299435,1024.236994,4.398614249,257.2928339,38.2030925,Solar,0
6.49632899,22.72556071,13.09130759,74.68656561,68.93104121,972.8331252,4.480237932,337.5736615,36.55979742,Solar,0
8.492234105,3.66297635,1.688705856,75.91609442,25.23119271,955.8457987,1.816925327,328.411642,76.00616644,Wind,2
6.576128923,37.54317811,10.55528966,56.34400149,30.77709053,979.9929397,9.581442061,340.5872225,88.41492893,Solar,2
5.683086033,-2.447105411,8.11047715,24.52265209,61.3637903,997.4308665,8.48673994,88.09761493,27.33234692,Wind,1
0.936747678,11.61674005,1.448017053,17.51989038,89.79352934,966.8020052,2.284581436,47.36351039,18.78568845,Solar,2
3.677158031,37.18079601,3.628407424,11.72160698,80.99244203,985.479729,4.400662903,108.8196122,90.80162258,Wind,2
2.652023677,10.98636585,0.186060544,24.91733593,58.31302191,989.9983018,1.269660298,322.2306622,41.49059173,Solar,0
2.439896434,21.92629738,7.031519482,90.17699815,73.02217178,955.7391844,7.538479165,349.9392509,59.61856516,Solar,2
9.730105548,9.879719898,4.518978911,31.73831575,36.48224702,1008.330725,1.456463095,309.3569824,42.35888301,Solar,2
3.930977247,3.710760117,8.975362264,41.88441945,64.09655281,1038.434343,11.83121002,39.60637961,21.32221027,Wind,0
8.920465552,39.1988824,4.458567116,19.4810936,46.61815911,965.1742913,9.368184896,341.0740793,63.03984805,Solar,0
